mprid,ldp_zip,listing_date,pending_date,ldp_views_day1,ldp_views_day3,ldp_views_day7,photo_count,type,bedrooms,year_built,sqft,price
2178507037,90274,2016-06-07,,21,68,138,14,single_family,3,1973,2063,1280000
2046267877,91711,2016-07-07,,0,57,122,24,single_family,3,1965,2141,769900
1231887715,91007,2016-08-03,,11,127,151,28,single_family,5,2012,7069,3190000
1914024346,90806,2016-06-13,,6,51,85,1,single_family,2,1949,1085,489000
2263516950,91773,2016-05-10,,26,72,105,36,single_family,3,1961,1170,475000
1340906861,92705,2016-07-03,,0,51,83,14,single_family,4,1963,1540,599000
2239604107,92692,2016-08-14,,0,15,15,0,single_family,4,1994,1930,774000
1218037899,92835,2016-07-28,,0,0,120,14,single_family,4,1968,2282,725000
2770736417,91306,2016-07-18,2016-07-26,0,7,21,0,condo,2,1984,1033,267000
1985916705,92637,2016-07-09,,0,33,94,20,condo,2,1971,1057,294999
2189966055,91770,2016-06-10,,3,38,75,18,single_family,2,1924,780,500000
1589212985,92675,2016-07-22,,7,66,128,16,single_family,2,1972,1092,424900
2309540662,92805,2016-06-22,,0,31,47,10,single_family,4,1955,1600,499000
2279165556,91748,2016-07-21,,0,9,22,35,mobile,2,1972,1392,85000
2530866367,93063,2016-07-14,,1,111,196,29,single_family,3,1978,1845,619000
2423142909,91423,2016-05-12,,6,46,95,17,condo,2,1969,1477,475000
2837391554,91007,2016-04-29,,12,20,20,1,single_family,6,2011,7545,3828000
1600715749,93551,2016-06-20,2016-07-11,30,159,234,15,single_family,4,1989,2287,369900
2069058890,90240,2016-06-29,,0,112,190,31,multi_family,5,1967,3600,1050000
2236555696,91754,2016-04-26,,2,6,15,8,condo,3,2010,1653,695000
2584029245,92683,2016-05-25,,9,29,48,1,single_family,3,1954,1141,529000
2690944959,90604,2016-05-10,,9,90,223,15,condo,3,1981,1171,290000
2318707627,90715,2016-05-02,,0,28,67,16,condo,2,2001,1105,399900
2725372851,91042,2016-06-08,,25,87,191,15,single_family,3,1969,2200,549945
2513545010,93552,2016-05-21,2016-07-29,48,137,177,9,single_family,4,2004,2996,315000
2601040185,92886,2016-07-05,,0,50,99,34,single_family,4,1991,2593,854900
1510288487,91354,2016-07-25,,65,175,262,36,single_family,6,2004,4800,1600000
1039505176,93536,2016-06-07,2016-06-26,0,9,17,1,single_family,2,1980,827,150000
1745236801,93535,2016-08-08,,0,1,7,3,land,,,,240000
2903388406,91006,2016-07-01,,0,174,186,12,single_family,4,2016,3854,2498000
2148163817,91351,2016-04-28,2016-04-28,12,33,105,1,condo,3,1988,1001,235000
2292039917,91016,2016-05-29,,0,0,67,15,single_family,3,1925,1530,785000
1007677952,92653,2016-06-02,,1,106,148,19,single_family,5,1988,4493,1599000
1671883366,92704,2016-05-31,,9,23,38,2,condo,2,1980,1225,439000
1124813216,90069,2016-07-01,2016-07-21,20,103,183,16,condo,2,1974,1021,569900
1251373431,93591,2016-06-23,2016-08-01,0,29,222,1,single_family,3,1988,1320,115000
1675143357,,2016-08-13,,0,0,0,3,single_family,3,1952,1057,252000
1034563601,92629,2016-06-06,,0,40,93,29,single_family,5,2016,8656,9950000
1547568982,92656,2016-08-01,,0,29,62,36,condo,2,1989,1147,449000
2144210295,92707,2016-07-12,,0,58,103,4,single_family,3,1956,1127,408000
1224060000,93543,2016-06-20,,0,0,4,0,single_family,4,2016,2000,330000
1821976245,90042,2016-08-09,,21,172,302,25,condo,3,1979,1429,518000
2608439566,92675,2016-04-18,,7,31,56,36,condo,4,2013,2418,889900
2069363374,91354,2016-06-24,,0,57,124,4,condo,3,2016,1512,435490
1792885026,91709,2016-07-16,,0,89,164,23,single_family,3,1974,1470,599500
1726150986,90019,2016-07-25,,0,23,53,36,single_family,2,1911,2258,625000
1310829057,91406,2016-04-26,,81,177,309,1,single_family,3,1947,1440,390000
2888698624,90601,2016-05-04,,18,69,105,1,single_family,3,1926,2515,849900
2094996045,93550,2016-06-03,2016-08-02,4,9,15,7,land,,,,51000
2975512065,93591,2016-04-20,,0,7,12,1,land,,,,16000
2241201681,91350,2016-06-12,,1,78,114,1,single_family,5,2005,3108,660000
2024441285,92660,2016-05-01,,0,52,76,23,single_family,5,1950,2800,2690000
1195674146,91304,2016-07-23,,0,37,88,30,single_family,4,1995,2752,1125000
2120972854,92660,2016-07-06,,0,49,99,29,condo,3,1970,2850,1895000
2897725726,92821,2016-06-27,,0,33,67,30,single_family,4,1979,2464,777000
1141176113,90063,2016-07-07,,0,0,15,0,single_family,1,1907,730,275000
2896814376,91724,2016-07-06,,0,46,75,36,single_family,3,1957,1413,434900
1032313888,92782,2016-06-18,,0,0,5,36,condo,3,1997,1724,670000
1478239043,91316,2016-05-22,2016-07-18,0,0,64,26,single_family,2,1949,803,575000
1950764040,91214,2016-07-27,,0,46,126,27,condo,2,2005,1332,580000
2577818181,92833,2016-06-17,,17,53,98,26,single_family,4,1955,1432,579000
1346514606,90065,2016-05-19,2016-05-31,0,51,120,19,single_family,3,1937,1354,769000
1674670975,91352,2016-04-29,2016-05-29,0,0,0,0,single_family,2,1947,897,359000
2440355738,92692,2016-06-15,,13,75,165,32,single_family,2,1974,1031,469900
2076218323,91750,2016-07-29,,7,61,122,1,single_family,4,1922,1842,669000
2581059067,90803,2016-06-23,,0,0,89,1,multi_family,4,1929,1915,1100000
2510449216,92677,2016-07-22,,0,68,128,18,single_family,4,1973,2000,1200000
2281974261,92841,2016-07-15,,0,47,113,30,single_family,4,1952,3306,839900
1500273181,91768,2016-06-27,,0,66,193,15,single_family,3,1952,1283,349999
1653832129,92675,2016-06-10,,52,170,307,25,single_family,2,1974,971,495000
1339508608,90042,2016-05-17,,0,59,104,10,single_family,3,1910,1080,499000
1760232173,91702,2016-04-27,,0,17,134,15,condo,2,1979,1204,285000
1279343524,92866,2016-08-15,,0,9,9,30,single_family,3,1947,1044,625000
1750599889,91765,2016-08-11,,1,43,57,30,single_family,4,1978,2704,1089000
1889994630,92807,2016-06-29,,0,79,125,27,single_family,4,1974,2364,724900
1847636735,91342,2016-08-01,2016-08-08,0,0,0,1,single_family,3,1956,1376,447000
2242097653,92602,2016-08-04,,0,8,23,36,single_family,3,2002,2013,1048800
2573273419,92657,2016-05-03,,19,67,133,36,single_family,3,2005,3204,2588000
2768646434,92637,2016-04-27,,36,90,115,31,single_family,2,1969,1009,225500
2525981502,92833,2016-04-22,,17,59,98,27,condo,3,1990,1720,585000
2238817150,92833,2016-07-13,,0,60,89,23,single_family,3,1955,1331,575000
2335687079,92675,2016-07-17,,0,35,105,36,single_family,5,1997,3983,1650000
1214970903,90404,2016-06-28,,0,59,111,36,condo,2,1973,1209,838888
1793753331,93551,2016-05-28,2016-06-22,35,109,211,25,single_family,3,1966,2342,332500
2517291934,91786,2016-08-04,,10,86,157,36,condo,2,1974,1386,320000
2557585650,91780,2016-06-11,,0,20,45,23,single_family,4,1954,1348,680000
1611873826,92843,2016-05-31,,4,35,53,17,condo,2,1988,1000,349000
1922741947,92844,2016-08-15,,2,7,7,0,single_family,3,1955,1135,599900
1523477971,91390,2016-07-13,2016-07-26,0,81,164,16,single_family,3,1986,1592,519000
2157585100,91106,2016-06-15,,37,120,236,36,condo,2,1980,1019,445000
2343958895,92843,2016-06-12,,0,0,46,1,single_family,3,1955,1161,470000
2238621404,92620,2016-07-25,,48,209,495,36,single_family,5,2005,2776,695000
2630350537,91744,2016-04-28,,4,13,30,5,multi_family,4,1959,2801,825000
2791896227,90631,2016-04-22,,13,38,69,36,single_family,6,1980,4779,1399000
2280178678,91104,2016-08-03,,27,634,694,20,single_family,2,1923,960,540000
1849268397,91709,2016-06-06,,0,40,75,7,condo,4,1987,1726,410000
2781403739,92866,2016-04-24,,9,50,81,3,multi_family,3,1958,1792,789900
1445139702,92869,2016-06-21,,0,257,318,36,single_family,4,1984,2710,795000
1684491514,91307,2016-08-05,,7,18,40,1,single_family,3,1960,1700,595000
1345503350,90201,2016-05-12,,10,48,105,13,multi_family,4,1955,1642,459900
1208953233,92647,2016-05-12,,0,0,0,8,multi_family,,1964,3430,1150000
2047150888,91750,2016-07-21,,0,55,119,1,condo,2,1970,836,200000
1074245258,91343,2016-04-23,2016-05-10,18,54,126,25,condo,3,1990,1906,440000
1415416001,92610,2016-07-06,,0,15,56,23,single_family,4,1991,2811,998000
2162201888,91786,2016-04-19,,9,263,489,27,single_family,3,1973,1281,299800
1592357325,91768,2016-06-16,,0,35,82,36,single_family,3,1924,1608,359900
1334307365,92691,2016-06-02,,0,37,63,9,single_family,4,1966,2299,760000
1919086216,90059,2016-07-01,2016-07-12,0,0,0,0,multi_family,10,1922,3562,335000
2893014656,91303,2016-07-07,2016-08-02,17,117,233,24,single_family,3,1956,1400,550000
1853485379,92831,2016-08-11,,0,345,372,36,single_family,5,1961,3300,1198800
2127220357,91321,2016-06-12,2016-06-12,24,53,63,11,condo,2,1981,1254,369900
1987090721,92656,2016-05-12,,11,42,78,29,single_family,4,2008,2716,919900
2579337588,91740,2016-04-19,,35,99,158,2,single_family,3,1955,1108,429500
1451467023,93551,2016-05-14,2016-05-23,69,709,913,36,single_family,5,2002,3130,475000
2897298892,92808,2016-08-04,,11,23,23,22,single_family,10,1975,7600,2184000
2762372154,90803,2016-08-04,,20,82,152,25,single_family,3,1932,2092,1185000
1647430091,90275,2016-05-19,,3,170,352,31,single_family,3,1956,2146,899000
1231172142,91344,2016-06-28,2016-08-09,31,486,579,25,single_family,3,1953,1556,565000
1043133271,91335,2016-06-20,,0,27,82,22,single_family,4,1953,1597,535000
1792710924,92692,2016-08-03,,0,47,73,31,single_family,4,1986,2120,759900
1330732739,90650,2016-07-13,,0,0,0,1,single_family,5,1950,2639,480000
2189423513,90254,2016-05-19,,14,45,87,35,single_family,4,1949,2215,2200000
2329091007,92675,2016-06-29,,0,68,109,36,single_family,5,1997,3409,1365000
1864519247,92612,2016-06-09,,0,58,101,16,single_family,4,1969,2225,848000
2766050355,92683,2016-05-19,,12,38,66,17,condo,2,1972,949,385000
1986979169,91301,2016-04-27,2016-05-06,36,119,208,31,condo,3,1973,1242,450000
2361733008,90062,2016-08-11,,0,33,76,15,multi_family,4,1922,1664,425000
1273731833,90660,2016-05-03,,0,10,69,4,mobile,2,1976,,69900
2563717715,91390,2016-05-11,,0,7,73,19,single_family,3,1979,1800,599000
2575885154,90505,2016-05-19,,70,167,264,27,single_family,4,1960,1639,799000
2114203749,90807,2016-07-29,,0,27,50,24,land,,,,2500000
1155323873,90703,2016-08-05,,0,18,18,1,single_family,3,1968,1530,674900
2570502411,91722,2016-04-21,,1,67,129,18,single_family,3,1951,1034,385000
1459295166,91790,2016-08-05,,13,78,133,36,single_family,3,1947,1695,589950
2621263913,91384,2016-05-02,2016-05-11,57,188,299,28,single_family,5,2002,3092,579000
1889150812,92831,2016-07-25,,39,368,416,36,single_family,5,1965,3725,1099900
2103627164,90220,2016-05-31,,0,26,47,11,single_family,2,1986,1034,315000
1869448684,91340,2016-08-08,,0,48,91,2,single_family,3,1947,1930,425000
1445317347,90802,2016-07-29,,6,7,7,1,condo,0,1929,1525,500000
1594890431,90650,2016-06-11,,13,31,78,19,single_family,5,1976,1810,465000
1402511558,91436,2016-05-05,2016-05-06,0,31,67,1,single_family,5,2016,7000,4399000
2884869679,91789,2016-07-07,,0,27,51,15,single_family,4,1964,2180,749900
2522933918,92657,2016-06-05,,0,72,85,36,single_family,4,2000,3697,2795000
1556861958,91342,2016-05-03,,14,64,113,31,condo,2,1980,1005,270000
2636437509,91351,2016-05-02,2016-05-24,0,34,88,14,single_family,4,1965,1694,468000
1932230241,92831,2016-07-22,,30,66,114,1,single_family,3,1955,1842,679900
2936228139,91390,2016-06-15,,43,100,143,36,single_family,4,2003,3313,759000
1581139573,92649,2016-08-09,,14,95,147,15,single_family,3,1963,1309,749999
2020530654,90274,2016-04-18,,1,26,48,28,condo,2,1981,1483,699000
1458255571,90059,2016-05-23,,0,2,7,8,single_family,3,1965,1651,449000
2286103502,93536,2016-04-18,,5,20,23,6,land,,,,30000
2764870253,91354,2016-08-10,,5,42,76,5,condo,4,2016,2346,571000
2206932208,91351,2016-05-12,,0,49,147,0,condo,3,1987,1007,280000
1275855046,92620,2016-06-01,,0,20,33,36,single_family,6,1998,3281,1390000
1425608738,93591,2016-06-29,,0,20,41,5,land,,,,9900
1804739325,92651,2016-08-04,,83,1113,1274,36,single_family,5,2013,10200,17500000
2181867270,91773,2016-08-08,,29,66,144,1,single_family,2,1979,1092,395000
2030781173,91356,2016-06-29,2016-07-19,30,70,119,26,single_family,3,1965,2126,1199000
2183572760,90254,2016-05-05,,0,46,67,10,single_family,4,1913,1716,8995000
1930358904,93534,2016-08-07,,0,22,35,25,single_family,3,1954,936,149900
2426805641,91203,2016-08-05,,22,158,350,27,single_family,2,1914,1260,599000
2296713934,93536,2016-08-09,,74,157,216,36,single_family,3,2005,2361,330000
2961094458,91324,2016-07-15,,39,82,153,18,single_family,4,1960,1303,582900
2275421233,90744,2016-05-03,,0,14,35,3,single_family,4,1912,1352,405000
1060570642,92672,2016-05-05,,10,47,96,6,multi_family,2,1958,1200,799000
2953781407,90815,2016-05-05,,21,111,180,31,single_family,3,1961,2130,719000
1893253214,92845,2016-05-31,,9,51,90,25,single_family,4,1962,1523,675000
2971585081,91007,2016-06-17,,0,23,52,15,single_family,5,1999,3762,1888000
1338401819,92624,2016-07-13,,0,17,54,32,single_family,4,1979,3134,1096000
1252388875,92660,2016-06-22,,0,76,153,28,single_family,4,2000,4306,3650000
1514414124,90066,2016-05-26,,3,17,37,26,single_family,2,1950,975,810000
1899254254,92692,2016-06-17,,0,0,19,36,single_family,5,1996,3312,1039999
2229714111,92630,2016-08-01,,6,43,66,18,single_family,5,1973,2112,719000
1083706252,91010,2016-07-11,,6,36,57,1,single_family,4,1995,1493,495000
1491392331,92677,2016-07-20,,8,22,50,36,single_family,4,2004,2795,1099000
1207877779,91604,2016-04-18,2016-04-26,26,110,198,25,single_family,2,1936,1336,1095000
1519302473,91326,2016-07-11,2016-07-12,70,156,211,36,single_family,3,2004,2798,824777
2060667052,91723,2016-06-03,,8,32,78,0,condo,2,1974,1032,328000
2521806677,93535,2016-06-20,2016-06-29,0,114,165,36,single_family,4,1989,1745,225000
1347030796,92840,2016-05-19,,21,68,143,14,condo,2,2007,1200,349000
2250764172,91361,2016-06-22,2016-08-02,12,378,422,25,single_family,4,1968,2336,849900
1783553009,92672,2016-07-18,,0,90,271,12,mobile,2,1998,1350,390000
2599365847,90601,2016-07-05,,0,56,130,19,condo,2,1980,1066,297000
1045805811,92833,2016-07-22,,2,29,59,12,single_family,3,1965,2044,739000
1411843576,92657,2016-04-26,,0,85,177,36,single_family,5,2007,4400,5595000
2983801554,92694,2016-06-27,,0,36,91,29,condo,3,2003,1800,535000
1219135762,90605,2016-06-09,,18,45,121,18,single_family,3,1951,1283,625000
2061007550,93535,2016-05-26,2016-06-01,40,94,171,15,single_family,4,2005,2843,279900
2609980343,90810,2016-04-29,,38,115,184,23,single_family,3,1948,2118,489900
2112706814,93551,2016-07-06,,7,10,27,3,land,,,,175000
2285053761,92694,2016-07-01,,0,66,133,25,condo,2,2004,1315,425000
2129728364,92672,2016-05-01,,0,10,24,36,single_family,3,1962,1850,1299000
1189553604,91007,2016-07-20,,0,179,228,23,condo,2,1973,1450,550000
2091565594,90274,2016-06-11,,25,63,96,16,single_family,6,1963,2939,2950000
1478578991,92805,2016-07-06,,0,15,48,30,condo,3,2008,1570,509888
1064901472,91789,2016-07-25,,13,47,78,3,single_family,4,1975,2100,650000
1239073561,92620,2016-07-13,,0,20,59,1,single_family,3,1979,1323,684900
1034269571,90280,2016-06-08,,9,39,89,17,single_family,3,1953,2000,479900
1519984419,90031,2016-07-19,,2,51,84,17,multi_family,12,1907,5295,899000
1989295252,90222,2016-08-03,,13,40,76,9,single_family,2,1947,814,250000
2036887895,91104,2016-06-02,,42,134,252,16,condo,2,1921,936,510000
1486824028,91020,2016-05-09,2016-06-21,4,64,108,19,condo,3,1994,2059,595000
2476874619,90807,2016-08-14,,0,51,51,27,single_family,3,1938,1860,725000
1271448980,91326,2016-08-05,,29,78,131,33,condo,2,2011,1320,489900
1702385464,91342,2016-07-13,2016-07-25,51,166,333,14,condo,3,1985,1137,289900
2254551082,91104,2016-08-11,,0,86,161,26,single_family,3,1929,1732,849000
2670665041,91765,2016-06-17,,0,64,124,33,condo,2,1979,827,242000
2993849296,90272,2016-06-22,,0,20,41,11,single_family,3,1965,1972,2599000
1756661856,93552,2016-04-20,2016-05-29,0,20,62,25,single_family,4,2006,2156,300000
2594077231,91767,2016-06-03,,0,0,0,22,single_family,3,1961,1306,369000
1154267495,92782,2016-06-10,,60,130,176,36,condo,3,2007,1675,566000
1688145564,90744,2016-07-12,,0,0,6,2,land,,,,395000
1657480003,91342,2016-06-09,,16,65,140,15,single_family,3,1962,1182,429900
2518848146,91342,2016-05-01,,9,62,123,36,single_family,3,1992,2185,548000
1934005189,90275,2016-05-17,,42,349,413,20,condo,3,1974,1527,788000
2094679486,91016,2016-05-24,,20,46,64,5,single_family,3,1959,1104,550000
1800505987,90059,2016-06-13,2016-07-11,4,30,39,11,single_family,3,1977,1000,310000
1233375907,91306,2016-06-04,,0,24,34,18,single_family,5,1978,3055,660000
1415367363,92651,2016-05-27,,31,94,157,5,single_family,3,1948,1370,9499000
1633085148,92661,2016-07-18,,6,786,925,36,single_family,4,2005,5314,12888000
1990267315,90716,2016-06-18,,0,0,0,12,condo,1,1979,800,249000
2633202099,90706,2016-07-08,,0,35,69,36,single_family,2,1953,893,430000
2831845317,91789,2016-08-10,,0,1,4,15,single_family,4,1987,2796,1499900
2153891216,92841,2016-07-26,,0,47,107,0,single_family,4,1954,1448,520000
2246116904,91731,2016-04-30,,0,13,58,21,single_family,2,1946,763,489000
1696208061,90745,2016-08-02,,18,87,145,24,single_family,4,2016,2110,599000
2874786536,91306,2016-07-06,,39,75,129,25,single_family,4,1987,2290,599000
1195345570,90650,2016-05-14,,28,111,188,36,single_family,3,1949,1290,439900
1252307006,91306,2016-06-08,2016-06-23,0,40,88,33,single_family,4,1979,2208,695000
2291153238,91387,2016-04-27,2016-07-07,31,208,419,15,single_family,3,1988,1359,385000
2859727302,93536,2016-05-23,,1,3,8,4,land,,,,79000
1810827950,91765,2016-06-27,,0,0,0,24,single_family,4,1975,2252,809990
2329881816,92807,2016-05-24,,17,74,123,1,single_family,3,1979,4985,1400000
2176527691,91350,2016-06-20,,0,55,84,26,single_family,5,2013,4513,998000
2790911107,91801,2016-05-05,,2,31,38,7,condo,1,2015,992,478000
2668889391,92694,2016-04-27,,10,63,116,32,single_family,3,2000,1700,674880
1029760911,90631,2016-06-30,,0,7,20,11,single_family,4,1999,2722,950000
2609424012,93535,2016-04-27,2016-05-06,0,0,0,0,single_family,4,2006,1908,200000
1186058646,92672,2016-06-20,,0,34,118,13,single_family,3,1965,1849,1049000
2081727904,92867,2016-05-16,,22,96,143,27,single_family,4,1973,2414,899000
2474103122,91311,2016-08-09,,3,36,63,36,single_family,4,1978,2773,749000
2946476210,90016,2016-05-27,2016-05-31,7,286,317,1,multi_family,5,1924,2191,380000
1043786966,91741,2016-06-06,,3,8,12,1,condo,3,2016,1833,589990
1261859774,93550,2016-05-20,,0,0,2,7,multi_family,2,1947,632,300000
1675224889,93536,2016-06-23,2016-07-26,0,47,118,36,single_family,2,1953,2113,249000
2791021685,92782,2016-05-03,,0,24,51,21,condo,1,1992,787,346000
1917110448,91702,2016-05-06,,21,98,152,36,single_family,4,2003,3178,775000
2582322257,91311,2016-04-29,,5,21,34,8,land,,,,350000
2081135591,93560,2016-08-01,,0,6,38,2,mobile,2,1985,,20000
2608263480,92646,2016-04-23,,27,170,260,23,single_family,3,1959,1154,639900
2476529076,91773,2016-06-14,,0,40,81,36,single_family,4,1964,1681,650000
1583014426,93551,2016-07-14,2016-07-19,0,126,326,19,single_family,4,1989,1662,260000
1845468126,92637,2016-08-08,,7,8,8,2,condo,2,1969,1112,325000
2204128336,90803,2016-05-04,,8,43,83,30,single_family,2,1986,3009,3499000
1823555752,92672,2016-06-24,,0,29,53,24,condo,2,1982,1748,1199999
2586660145,92630,2016-04-23,,0,0,0,36,mobile,3,2004,,234900
2774332076,93552,2016-07-09,2016-07-13,88,253,362,25,single_family,3,1989,1327,205000
1831781040,91364,2016-05-20,,0,40,83,36,single_family,6,1996,4209,1849000
1084006825,92886,2016-08-02,,0,0,0,26,single_family,3,1970,1387,665000
1129964353,90278,2016-08-03,,22,37,58,25,condo,3,2003,1752,819000
1244242155,92677,2016-05-12,,0,6,35,1,single_family,3,1989,1707,740000
1897011725,92620,2016-06-09,,0,0,14,16,condo,2,1998,1291,548888
2021515127,92701,2016-08-12,,8,8,8,1,multi_family,,1964,4000,1215000
2551034395,90630,2016-05-01,,7,117,225,15,condo,3,2006,1564,539000
1660228756,90805,2016-07-12,,0,21,35,2,multi_family,14,1989,6536,1320000
1288718278,91006,2016-07-23,,9,38,84,0,single_family,3,1952,1768,869000
1243187336,92672,2016-07-07,,0,155,290,35,single_family,3,1980,2383,1289000
1383651842,93551,2016-04-26,2016-05-05,0,57,149,23,mobile,2,1985,1248,73000
2181272421,91316,2016-06-06,2016-06-20,23,64,139,23,single_family,3,1951,1827,669000
1009063976,91607,2016-04-28,2016-06-09,31,159,226,12,single_family,2,1948,1697,849000
1931560677,92625,2016-07-16,,0,28,58,27,single_family,3,1969,1930,1980000
2098037272,90220,2016-08-10,,9,35,56,8,single_family,3,1930,1663,385200
2540883691,91311,2016-07-19,2016-08-01,63,127,197,36,single_family,3,1957,1393,549995
1151615652,90045,2016-05-18,,37,77,130,12,condo,1,1985,675,285000
2368552675,90062,2016-05-09,,14,103,143,9,single_family,3,1922,1226,469000
2961638743,90631,2016-08-12,,1,21,28,9,single_family,4,1999,2912,1080000
1195591390,91436,2016-07-27,,14,372,415,36,single_family,5,1964,4250,3599000
1826350881,90020,2016-05-09,,6,24,36,1,condo,2,1985,849,475000
1135625597,91710,2016-07-15,,0,54,116,20,single_family,3,1953,1035,399000
2024500254,93535,2016-05-29,,0,10,14,1,land,,,,7500
1418242219,92694,2016-08-13,,23,66,84,21,condo,2,2001,1388,429900
2947045015,90680,2016-07-28,,1,240,254,0,single_family,3,1959,1203,493000
2269115585,92603,2016-08-05,,17,58,92,26,single_family,3,1968,1605,1150000
2592716062,91740,2016-08-16,,13,50,50,36,condo,3,1973,1260,350000
1026295882,90638,2016-06-30,,0,44,95,20,single_family,4,1956,1450,579000
2087002182,90504,2016-06-10,,63,181,293,4,single_family,2,1949,1035,475000
2873823919,90278,2016-06-06,,0,46,122,23,single_family,5,1952,2429,1099000
2758891959,90660,2016-06-14,,3,25,44,3,condo,4,2016,1760,528000
2169394215,91786,2016-06-16,,28,69,151,5,single_family,4,1963,2224,564900
1120767492,92648,2016-07-13,,0,56,134,30,single_family,5,1997,3905,2595000
1937596017,90280,2016-05-31,,27,75,142,19,single_family,3,1941,1128,449900
1093116346,91321,2016-07-06,2016-07-09,0,0,20,0,condo,1,1963,666,152000
1263221892,92620,2016-07-06,,0,16,57,36,single_family,5,1979,4000,1549880
1490218897,92648,2016-04-20,,0,16,65,14,multi_family,20,1965,8790,3699000
1940283017,93550,2016-04-27,2016-05-12,9,65,108,21,single_family,3,1991,1358,235000
1092577717,92692,2016-06-02,,5,22,37,27,condo,3,1993,1700,599995
2214948299,90501,2016-06-27,,0,85,156,12,condo,3,2007,1420,405000
1093349205,92867,2016-06-12,,2,67,102,25,single_family,3,1964,1469,644900
1935356912,91001,2016-04-17,2016-04-30,0,61,113,25,single_family,3,1947,1182,623000
2947470684,92692,2016-06-23,,0,43,87,21,single_family,2,1990,1189,569000
2192379015,92629,2016-05-01,,0,27,83,8,condo,2,1988,1200,515000
1029786558,92886,2016-06-24,,0,9,30,3,single_family,4,2014,3434,1498000
1639681923,90605,2016-06-15,,38,172,300,36,single_family,3,1930,1628,549000
2918291451,92692,2016-05-28,,0,0,0,36,single_family,4,1979,1882,624900
2459815041,90221,2016-05-22,,5,42,66,20,single_family,3,1947,986,330000
2771396810,90650,2016-04-20,,0,10,96,12,condo,3,1982,1377,359000
1361286990,92626,2016-07-29,,2,58,101,35,single_family,3,1957,2100,879000
2293126650,92831,2016-05-12,,51,190,410,19,condo,3,1977,1203,399900
2504378628,92692,2016-07-05,,0,41,94,35,single_family,3,1976,1472,739900
1766043214,91501,2016-07-06,,0,0,0,36,single_family,3,1960,1987,1050000
2260559122,91030,2016-07-01,,6,136,194,20,condo,3,1976,1376,714000
1747968771,92651,2016-07-14,,0,489,657,35,single_family,4,2010,7500,23000000
2627592612,90755,2016-07-21,,4,23,35,17,single_family,4,2002,2885,839000
2114299622,92675,2016-06-08,,0,35,115,26,mobile,4,1992,1850,215000
1557076627,90805,2016-05-09,,11,125,203,36,single_family,3,1947,1428,430000
1575787492,93551,2016-05-31,2016-07-13,28,215,268,25,single_family,3,2002,2363,406500
2438858803,92870,2016-05-07,,0,0,0,28,single_family,3,1986,1449,650000
1904679521,91311,2016-06-15,,0,0,0,0,single_family,5,1980,4468,2500000
2868221952,90717,2016-06-22,,0,26,54,12,single_family,4,1973,2206,669000
1537866140,91710,2016-08-11,,15,43,72,17,single_family,3,2009,1673,379800
2640922294,92673,2016-06-06,,15,49,81,36,single_family,4,2007,3582,1269000
1841006088,91106,2016-05-03,,29,105,215,36,condo,1,1988,683,299000
2990386009,91745,2016-05-12,,0,24,66,13,multi_family,7,1952,3121,668000
2681629971,92627,2016-07-15,,0,27,62,18,condo,2,1984,920,399500
2073757149,92637,2016-04-26,,7,71,113,27,single_family,2,1964,1600,415000
2360215832,92705,2016-07-11,,0,38,61,23,condo,2,1972,1000,199900
1291239583,92806,2016-05-21,,37,136,223,32,single_family,4,1962,1729,560000
1938564991,93560,2016-05-27,,0,3,18,3,land,,,,25000
2453071738,92887,2016-08-05,,28,59,107,31,condo,3,1985,1270,449000
1834666444,90621,2016-07-27,,20,83,154,25,condo,4,2007,1846,560000
1295774656,92831,2016-05-28,,0,17,75,36,single_family,6,2005,5974,2290000
2784221613,91748,2016-05-02,,10,19,36,35,single_family,6,2001,3632,1380000
1337507771,91702,2016-08-14,,37,98,98,27,single_family,2,1996,1119,375000
1437665878,93536,2016-05-12,2016-05-26,73,226,432,6,single_family,3,1996,1330,219900
2680671909,91773,2016-07-30,,21,344,422,15,single_family,3,1972,1420,549900
1167815882,,2016-06-21,2016-07-29,0,0,0,18,single_family,0,1940,1495,71500
2482740413,92649,2016-06-15,,1,167,239,15,condo,3,1973,3000,1499000
1827475860,91342,2016-08-09,,16,39,51,11,single_family,5,1998,2360,649000
2766968980,92675,2016-07-11,,0,28,58,5,condo,2,1988,1170,539900
1390358796,90804,2016-05-13,,33,114,208,12,condo,2,1988,830,325000
2617117733,90808,2016-04-20,,0,81,155,24,single_family,4,1954,2150,799000
2009036755,90019,2016-05-27,,0,0,5,0,multi_family,1,1924,3377,720000
1269719464,92627,2016-06-16,,1,31,67,14,single_family,2,1970,1571,669000
2017145045,90277,2016-05-07,,4,30,30,18,condo,4,1979,1947,1039000
2705974320,90604,2016-06-30,,0,0,0,8,condo,3,1981,1177,340000
2825990437,91325,2016-05-17,2016-08-09,0,6,36,24,condo,2,1975,1390,410000
1413285270,92807,2016-04-27,,12,30,60,12,multi_family,6,1964,4020,999000
2550697838,92637,2016-06-05,,46,100,146,25,single_family,2,1966,1009,395000
1400106180,91214,2016-07-13,,21,63,104,19,condo,2,1992,1601,599000
1624238476,91765,2016-05-12,,2,15,28,36,single_family,6,2001,4368,1550000
1664820749,90065,2016-05-23,2016-06-25,0,43,131,15,multi_family,4,1936,1400,769000
